uid,authors,pub_year,pub_month,title,summary
24516683,"Grard G, Caron M, Mombo IM, Nkoghe D, Mboui Ondo S, Jiolle D, Fontenille D, Paupy C, Leroy EM","2014","Feb","Zika virus in Gabon (Central Africa)--2007: a new threat from Aedes albopictus?","Grard G, Caron M, Mombo IM, Nkoghe D, Mboui Ondo S, Jiolle D, Fontenille D, Paupy C, Leroy EM.Zika virus in Gabon (Central Africa)--2007: a new threat from Aedes albopictus? PLoS Negl Trop Dis. 2014 Feb; 8(2):e2681." 
24605459,"Kaddumukasa MA, Mutebi JP, Lutwama JJ, Masembe C, Akol AM","2014","Jan","Mosquitoes of Zika Forest, Uganda: species composition and relative abundance.","Kaddumukasa MA, Mutebi JP, Lutwama JJ, Masembe C, Akol AM.Mosquitoes of Zika Forest, Uganda: species composition and relative abundance. J Med Entomol. 2014 Jan; 51(1):104-13." 
24626205,"Oehler E, Watrin L, Larre P, Leparc-Goffart I, Lastere S, Valour F, Baudouin L, Mallet H, Musso D, Ghawche F","2014","Mar","Zika virus infection complicated by Guillain-Barre syndrome--case report, French Polynesia, December 2013.","Oehler E, Watrin L, Larre P, Leparc-Goffart I, Lastere S, Valour F, Baudouin L, Mallet H, Musso D, Ghawche F.Zika virus infection complicated by Guillain-Barre syndrome--case report, French Polynesia, December 2013. Euro Surveill. 2014 Mar 6; 19(9)" 
24721538,"Besnard M, Lastere S, Teissier A, Cao-Lormeau V, Musso D","2014","Apr","Evidence of perinatal transmission of Zika virus, French Polynesia, December 2013 and February 2014.","Besnard M, Lastere S, Teissier A, Cao-Lormeau V, Musso D.Evidence of perinatal transmission of Zika virus, French Polynesia, December 2013 and February 2014. Euro Surveill. 2014 Apr 3; 19(13)" 
24739982,"Musso D, Nhan T, Robin E, Roche C, Bierlaire D, Zisou K, Shan Yan A, Cao-Lormeau VM, Broult J","2014","Apr","Potential for Zika virus transmission through blood transfusion demonstrated during an outbreak in French Polynesia, November 2013 to February 2014.","Musso D, Nhan T, Robin E, Roche C, Bierlaire D, Zisou K, Shan Yan A, Cao-Lormeau VM, Broult J.Potential for Zika virus transmission through blood transfusion demonstrated during an outbreak in French Polynesia, November 2013 to February 2014. Euro Surveill. 2014 Apr 10; 19(14)" 
24813217,"Kuang L, Xie X, Zhang X, Lei M, Li C, Ren Y, Zheng J, Guo Z, Zhang C, Yang C, Zheng Y","2014","","Expression profiles of myostatin, myogenin, and Myosin heavy chain in skeletal muscles of two rabbit breeds differing in growth rate.","Kuang L, Xie X, Zhang X, Lei M, Li C, Ren Y, Zheng J, Guo Z, Zhang C, Yang C, Zheng Y.Expression profiles of myostatin, myogenin, and Myosin heavy chain in skeletal muscles of two rabbit breeds differing in growth rate. Anim Biotechnol. 2014; 25(4):223-33." 
24856001,"Cao-Lormeau VM, Roche C, Teissier A, Robin E, Berry AL, Mallet HP, Sall AA, Musso D","2014","Jun","Zika virus, French polynesia, South pacific, 2013.","Cao-Lormeau VM, Roche C, Teissier A, Robin E, Berry AL, Mallet HP, Sall AA, Musso D.Zika virus, French polynesia, South pacific, 2013. Emerg Infect Dis. 2014 Jun; 20(6):1085-6." 
24903869,"Baronti C, Piorkowski G, Charrel RN, Boubis L, Leparc-Goffart I, de Lamballerie X","2014","Jun","Complete coding sequence of zika virus from a French polynesia outbreak in 2013.","Baronti C, Piorkowski G, Charrel RN, Boubis L, Leparc-Goffart I, de Lamballerie X.Complete coding sequence of zika virus from a French polynesia outbreak in 2013. Genome Announc. 2014 Jun 5; 2(3)" 
24909208,"Musso D, Nilles EJ, Cao-Lormeau VM","2014","Oct","Rapid spread of emerging Zika virus in the Pacific area.","Musso D, Nilles EJ, Cao-Lormeau VM.Rapid spread of emerging Zika virus in the Pacific area. Clin Microbiol Infect. 2014 Oct; 20(10):O595-6." 
24917859,"Blázquez AB, Escribano-Romero E, Merino-Ramos T, Saiz JC, Martín-Acebes MA","2014","","Stress responses in flavivirus-infected cells: activation of unfolded protein response and autophagy.","Blázquez AB, Escribano-Romero E, Merino-Ramos T, Saiz JC, Martín-Acebes MA.Stress responses in flavivirus-infected cells: activation of unfolded protein response and autophagy. Front Microbiol. 2014; 5:266." 
24944843,"Pyke AT, Daly MT, Cameron JN, Moore PR, Taylor CT, Hewitson GR, Humphreys JL, Gair R","2014","Jun","Imported zika virus infection from the cook islands into australia, 2014.","Pyke AT, Daly MT, Cameron JN, Moore PR, Taylor CT, Hewitson GR, Humphreys JL, Gair R.Imported zika virus infection from the cook islands into australia, 2014. PLoS Curr. 2014 Jun 2; 6" 
24983096,"","2014","Jun","Zika virus.","Zika virus. Emerg Infect Dis. 2014 Jun; 20(6):1090." 
25001879,"Ioos S, Mallet HP, Leparc Goffart I, Gauthier V, Cardoso T, Herida M","2014","Jul","Current Zika virus epidemiology and recent epidemics.","Ioos S, Mallet HP, Leparc Goffart I, Gauthier V, Cardoso T, Herida M.Current Zika virus epidemiology and recent epidemics. Med Mal Infect. 2014 Jul; 44(7):302-7." 
25062427,"Wæhre T, Maagard A, Tappe D, Cadar D, Schmidt-Chanasit J","2014","Aug","Zika virus infection after travel to Tahiti, December 2013.","Wæhre T, Maagard A, Tappe D, Cadar D, Schmidt-Chanasit J.Zika virus infection after travel to Tahiti, December 2013. Emerg Infect Dis. 2014 Aug; 20(8):1412-4." 
25255027,"Healy K, Hamilton G, Crepeau T, Healy S, Unlu I, Farajollahi A, Fonseca DM","2014","","Integrating the public in mosquito management: active education by community peers can lead to significant reduction in peridomestic container mosquito habitats.","Healy K, Hamilton G, Crepeau T, Healy S, Unlu I, Farajollahi A, Fonseca DM.Integrating the public in mosquito management: active education by community peers can lead to significant reduction in peridomestic container mosquito habitats. PLoS One. 2014; 9(9):e108504." 
25294619,"Fonseca K, Meatherall B, Zarra D, Drebot M, MacDonald J, Pabbaraju K, Wong S, Webster P, Lindsay R, Tellier R","2014","Nov","First case of Zika virus infection in a returning Canadian traveler.","Fonseca K, Meatherall B, Zarra D, Drebot M, MacDonald J, Pabbaraju K, Wong S, Webster P, Lindsay R, Tellier R.First case of Zika virus infection in a returning Canadian traveler. Am J Trop Med Hyg. 2014 Nov; 91(5):1035-8." 
25299181,"Ledermann JP, Guillaumot L, Yug L, Saweyog SC, Tided M, Machieng P, Pretrick M, Marfel M, Griggs A, Bel M, Duffy MR, Hancock WT, Ho-Chen T, Powers AM","2014","Oct","Aedes hensilli as a potential vector of Chikungunya and Zika viruses.","Ledermann JP, Guillaumot L, Yug L, Saweyog SC, Tided M, Machieng P, Pretrick M, Marfel M, Griggs A, Bel M, Duffy MR, Hancock WT, Ho-Chen T, Powers AM.Aedes hensilli as a potential vector of Chikungunya and Zika viruses. PLoS Negl Trop Dis. 2014 Oct; 8(10):e3188." 
25310102,"Diallo D, Sall AA, Diagne CT, Faye O, Faye O, Ba Y, Hanley KA, Buenemann M, Weaver SC, Diallo M","2014","","Zika virus emergence in mosquitoes in southeastern Senegal, 2011.","Diallo D, Sall AA, Diagne CT, Faye O, Faye O, Ba Y, Hanley KA, Buenemann M, Weaver SC, Diallo M.Zika virus emergence in mosquitoes in southeastern Senegal, 2011. PLoS One. 2014; 9(10):e109442." 
25341051,"Hancock WT, Marfel M, Bel M","2014","Nov","Zika virus, French Polynesia, South Pacific, 2013.","Hancock WT, Marfel M, Bel M.Zika virus, French Polynesia, South Pacific, 2013. Emerg Infect Dis. 2014 Nov; 20(11):1960." 
25345518,"Roth A, Mercier A, Lepers C, Hoy D, Duituturaga S, Benyon E, Guillaumot L, Souares Y","2014","Oct","Concurrent outbreaks of dengue, chikungunya and Zika virus infections - an unprecedented epidemic wave of mosquito-borne viruses in the Pacific 2012-2014.","Roth A, Mercier A, Lepers C, Hoy D, Duituturaga S, Benyon E, Guillaumot L, Souares Y.Concurrent outbreaks of dengue, chikungunya and Zika virus infections - an unprecedented epidemic wave of mosquito-borne viruses in the Pacific 2012-2014. Euro Surveill. 2014 Oct 16; 19(41)" 
25404071,"Althouse BM, Hanley KA, Diallo M, Sall AA, Ba Y, Faye O, Diallo D, Watts DM, Weaver SC, Cummings DA","2015","Jan","Impact of climate and mosquito vector abundance on sylvatic arbovirus circulation dynamics in Senegal.","Althouse BM, Hanley KA, Diallo M, Sall AA, Ba Y, Faye O, Diallo D, Watts DM, Weaver SC, Cummings DA.Impact of climate and mosquito vector abundance on sylvatic arbovirus circulation dynamics in Senegal. Am J Trop Med Hyg. 2015 Jan; 92(1):88-97." 
25514122,"Berthet N, Nakouné E, Kamgang B, Selekon B, Descorps-Declère S, Gessain A, Manuguerra JC, Kazanji M","2014","Dec","Molecular characterization of three Zika flaviviruses obtained from sylvatic mosquitoes in the Central African Republic.","Berthet N, Nakouné E, Kamgang B, Selekon B, Descorps-Declère S, Gessain A, Manuguerra JC, Kazanji M.Molecular characterization of three Zika flaviviruses obtained from sylvatic mosquitoes in the Central African Republic. Vector Borne Zoonotic Dis. 2014 Dec; 14(12):862-5." 
25530324,"Gourinat AC, O'Connor O, Calvez E, Goarant C, Dupont-Rouzeyrol M","2015","Jan","Detection of Zika virus in urine.","Gourinat AC, O'Connor O, Calvez E, Goarant C, Dupont-Rouzeyrol M.Detection of Zika virus in urine. Emerg Infect Dis. 2015 Jan; 21(1):84-6." 
25539751,"Barbaud A","2014","Dec","[What's new in clinical dermatology?].","Barbaud A.[What's new in clinical dermatology?]. Ann Dermatol Venereol. 2014 Dec; 141 Suppl 4:S597-609." 
25559142,"Derraik JG, Slaney D","2015","Feb","Notes on Zika virus--an emerging pathogen now present in the South Pacific.","Derraik JG, Slaney D.Notes on Zika virus--an emerging pathogen now present in the South Pacific. Aust N Z J Public Health. 2015 Feb; 39(1):5-7." 
25600600,"Zammarchi L, Stella G, Mantella A, Bartolozzi D, Tappe D, Günther S, Oestereich L, Cadar D, Muñoz-Fontela C, Bartoloni A, Schmidt-Chanasit J","2015","Feb","Zika virus infections imported to Italy: clinical, immunological and virological findings, and public health implications.","Zammarchi L, Stella G, Mantella A, Bartolozzi D, Tappe D, Günther S, Oestereich L, Cadar D, Muñoz-Fontela C, Bartoloni A, Schmidt-Chanasit J.Zika virus infections imported to Italy: clinical, immunological and virological findings, and public health implications. J Clin Virol. 2015 Feb; 63:32-5." 
25625687,"Dupont-Rouzeyrol M, O'Connor O, Calvez E, Daurès M, John M, Grangeon JP, Gourinat AC","2015","Feb","Co-infection with Zika and dengue viruses in 2 patients, New Caledonia, 2014.","Dupont-Rouzeyrol M, O'Connor O, Calvez E, Daurès M, John M, Grangeon JP, Gourinat AC.Co-infection with Zika and dengue viruses in 2 patients, New Caledonia, 2014. Emerg Infect Dis. 2015 Feb; 21(2):381-2." 
25625872,"Musso D, Roche C, Robin E, Nhan T, Teissier A, Cao-Lormeau VM","2015","Feb","Potential sexual transmission of Zika virus.","Musso D, Roche C, Robin E, Nhan T, Teissier A, Cao-Lormeau VM.Potential sexual transmission of Zika virus. Emerg Infect Dis. 2015 Feb; 21(2):359-61." 
25706914,"Keighley CL, Saunderson RB, Kok J, Dwyer DE","2015","Apr","Viral exanthems.","Keighley CL, Saunderson RB, Kok J, Dwyer DE.Viral exanthems. Curr Opin Infect Dis. 2015 Apr; 28(2):139-50." 
25722614,"Babaniyi OA, Mwaba P, Mulenga D, Monze M, Songolo P, Mazaba-Liwewe ML, Mweene-Ndumba I, Masaninga F, Chizema E, Eshetu-Shibeshi M, Malama C, Rudatsikira E, Siziya S","2015","Jan-Mar","Risk assessment for yellow Fever in Western and north-Western provinces of zambia.","Babaniyi OA, Mwaba P, Mulenga D, Monze M, Songolo P, Mazaba-Liwewe ML, Mweene-Ndumba I, Masaninga F, Chizema E, Eshetu-Shibeshi M, Malama C, Rudatsikira E, Siziya S.Risk assessment for yellow Fever in Western and north-Western provinces of zambia. J Glob Infect Dis. 2015 Jan-Mar; 7(1):11-7." 
25811410,"Alera MT, Hermann L, Tac-An IA, Klungthong C, Rutvisuttinunt W, Manasatienkij W, Villa D, Thaisomboonsuk B, Velasco JM, Chinnawirotpisan P, Lago CB, Roque VG Jr, Macareo LR, Srikiatkhachorn A, Fernandez S, Yoon IK","2015","Apr","Zika virus infection, Philippines, 2012.","Alera MT, Hermann L, Tac-An IA, Klungthong C, Rutvisuttinunt W, Manasatienkij W, Villa D, Thaisomboonsuk B, Velasco JM, Chinnawirotpisan P, Lago CB, Roque VG Jr, Macareo LR, Srikiatkhachorn A, Fernandez S, Yoon IK.Zika virus infection, Philippines, 2012. Emerg Infect Dis. 2015 Apr; 21(4):722-4." 
25898277,"Tappe D, Nachtigall S, Kapaun A, Schnitzler P, Günther S, Schmidt-Chanasit J","2015","May","Acute Zika virus infection after travel to Malaysian Borneo, September 2014.","Tappe D, Nachtigall S, Kapaun A, Schnitzler P, Günther S, Schmidt-Chanasit J.Acute Zika virus infection after travel to Malaysian Borneo, September 2014. Emerg Infect Dis. 2015 May; 21(5):911-3." 
25996909,"Summers DJ, Acosta RW, Acosta AM","2015","Sep-Oct","Zika Virus in an American Recreational Traveler.","Summers DJ, Acosta RW, Acosta AM.Zika Virus in an American Recreational Traveler. J Travel Med. 2015 Sep-Oct; 22(5):338-40." 
26061233,"Zanluca C, Melo VC, Mosimann AL, Santos GI, Santos CN, Luz K","2015","Jun","First report of autochthonous transmission of Zika virus in Brazil.","Zanluca C, Melo VC, Mosimann AL, Santos GI, Santos CN, Luz K.First report of autochthonous transmission of Zika virus in Brazil. Mem Inst Oswaldo Cruz. 2015 Jun; 110(4):569-72." 
26071336,"Musso D, Roche C, Nhan TX, Robin E, Teissier A, Cao-Lormeau VM","2015","Jul","Detection of Zika virus in saliva.","Musso D, Roche C, Nhan TX, Robin E, Teissier A, Cao-Lormeau VM.Detection of Zika virus in saliva. J Clin Virol. 2015 Jul; 68:53-5." 
26084316,"Zammarchi L, Tappe D, Fortuna C, Remoli ME, Günther S, Venturi G, Bartoloni A, Schmidt-Chanasit J","2015","Jun","Zika virus infection in a traveller returning to Europe from Brazil, March 2015.","Zammarchi L, Tappe D, Fortuna C, Remoli ME, Günther S, Venturi G, Bartoloni A, Schmidt-Chanasit J.Zika virus infection in a traveller returning to Europe from Brazil, March 2015. Euro Surveill. 2015 Jun 11; 20(23)" 
26085147,"Hamel R, Dejarnac O, Wichit S, Ekchariyawat P, Neyret A, Luplertlop N, Perera-Lecoin M, Surasombatpattana P, Talignani L, Thomas F, Cao-Lormeau VM, Choumet V, Briant L, Desprès P, Amara A, Yssel H, Missé D","2015","Sep","Biology of Zika Virus Infection in Human Skin Cells.","Hamel R, Dejarnac O, Wichit S, Ekchariyawat P, Neyret A, Luplertlop N, Perera-Lecoin M, Surasombatpattana P, Talignani L, Thomas F, Cao-Lormeau VM, Choumet V, Briant L, Desprès P, Amara A, Yssel H, Missé D.Biology of Zika Virus Infection in Human Skin Cells. J Virol. 2015 Sep; 89(17):8880-96." 
26101272,"Buathong R, Hermann L, Thaisomboonsuk B, Rutvisuttinunt W, Klungthong C, Chinnawirotpisan P, Manasatienkij W, Nisalak A, Fernandez S, Yoon IK, Akrasewi P, Plipat T","2015","Aug","Detection of Zika Virus Infection in Thailand, 2012-2014.","Buathong R, Hermann L, Thaisomboonsuk B, Rutvisuttinunt W, Klungthong C, Chinnawirotpisan P, Manasatienkij W, Nisalak A, Fernandez S, Yoon IK, Akrasewi P, Plipat T.Detection of Zika Virus Infection in Thailand, 2012-2014. Am J Trop Med Hyg. 2015 Aug; 93(2):380-3." 
26113729,"Patiño-Barbosa AM, Medina I, Gil-Restrepo AF, Rodriguez-Morales AJ","2015","Aug","Zika: another sexually transmitted infection?","Patiño-Barbosa AM, Medina I, Gil-Restrepo AF, Rodriguez-Morales AJ.Zika: another sexually transmitted infection? Sex Transm Infect. 2015 Aug; 91(5):359." 
26142684,"Rodriguez-Morales AJ","2015","Jul","Zika: the new arbovirus threat for Latin America.","Rodriguez-Morales AJ.Zika: the new arbovirus threat for Latin America. J Infect Dev Ctries. 2015 Jul 4; 9(6):684-5." 
26194519,"Musso D, Cao-Lormeau VM, Gubler DJ","2015","Jul","Zika virus: following the path of dengue and chikungunya?","Musso D, Cao-Lormeau VM, Gubler DJ.Zika virus: following the path of dengue and chikungunya? Lancet. 2015 Jul 18; 386(9990):243-4." 
26257029,"Martinez-Pulgarin DF, Acevedo-Mendoza WF, Cardona-Ospina JA, Rodríguez-Morales AJ, Paniz-Mondolfi AE","2016","Jan-Feb","A bibliometric analysis of global Zika research.","Martinez-Pulgarin DF, Acevedo-Mendoza WF, Cardona-Ospina JA, Rodríguez-Morales AJ, Paniz-Mondolfi AE.A bibliometric analysis of global Zika research. Travel Med Infect Dis. 2016 Jan-Feb; 14(1):55-7." 
26283013,"Aubry M, Richard V, Green J, Broult J, Musso D","2016","Jan","Inactivation of Zika virus in plasma with amotosalen and ultraviolet A illumination.","Aubry M, Richard V, Green J, Broult J, Musso D.Inactivation of Zika virus in plasma with amotosalen and ultraviolet A illumination. Transfusion. 2016 Jan; 56(1):33-40." 
26390164,"Kleinman S","2015","Nov","Pathogen inactivation: emerging indications.","Kleinman S.Pathogen inactivation: emerging indications. Curr Opin Hematol. 2015 Nov; 22(6):547-53." 
26401719,"Campos GS, Bandeira AC, Sardi SI","2015","Oct","Zika Virus Outbreak, Bahia, Brazil.","Campos GS, Bandeira AC, Sardi SI.Zika Virus Outbreak, Bahia, Brazil. Emerg Infect Dis. 2015 Oct; 21(10):1885-6." 
26403318,"Musso D","2015","Oct","Zika Virus Transmission from French Polynesia to Brazil.","Musso D.Zika Virus Transmission from French Polynesia to Brazil. Emerg Infect Dis. 2015 Oct; 21(10):1887." 
26482390,"Aubry M, Finke J, Teissier A, Roche C, Broult J, Paulous S, Desprès P, Cao-Lormeau VM, Musso D","2015","Dec","Seroprevalence of arboviruses among blood donors in French Polynesia, 2011-2013.","Aubry M, Finke J, Teissier A, Roche C, Broult J, Paulous S, Desprès P, Cao-Lormeau VM, Musso D.Seroprevalence of arboviruses among blood donors in French Polynesia, 2011-2013. Int J Infect Dis. 2015 Dec; 41:11-2." 
26521519,"Leung GH, Baird RW, Druce J, Anstey NM","2015","May","ZIKA VIRUS INFECTION IN AUSTRALIA FOLLOWING A MONKEY BITE IN INDONESIA.","Leung GH, Baird RW, Druce J, Anstey NM.ZIKA VIRUS INFECTION IN AUSTRALIA FOLLOWING A MONKEY BITE IN INDONESIA. Southeast Asian J Trop Med Public Health. 2015 May; 46(3):460-4." 
26527535,"Diagne CT, Diallo D, Faye O, Ba Y, Faye O, Gaye A, Dia I, Faye O, Weaver SC, Sall AA, Diallo M","2015","Nov","Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus.","Diagne CT, Diallo D, Faye O, Ba Y, Faye O, Gaye A, Dia I, Faye O, Weaver SC, Sall AA, Diallo M.Potential of selected Senegalese Aedes spp. mosquitoes (Diptera: Culicidae) to transmit Zika virus. BMC Infect Dis. 2015 Nov 2; 15:492." 
