pmcid,issn,pubtype,pubdate
28418503,2168-6149,Journal Article,2017/06/01
28418539,2168-6165,Journal Article,2017/05/01
28418737,2326-5094,Journal Article,2017/03/01
28418738,2326-5094,Journal Article,2017/03/01
28418744,2326-5094,Journal Article,2017/03/01
28419254,0022-2585,Journal Article,2017/07/01
28419346,0967-0742,Journal Article,2017/05/01
28419888,0033-3506,Journal Article,2017/07/01
28420392,1743-422X,Journal Article,2017/04/18
28420742,2150-7511,Journal Article,2017/04/18
28420884,1740-1526,Journal Article,2017/06/01
28421048,1664-302X,Journal Article,2017/04/03
28421065,1664-302X,Journal Article,2017/04/04
28421292,1612-9202,Journal Article,2017/06/01
28422053,1661-7827,Published Erratum,2017/04/19
28422157,2045-2322,Journal Article,2017/04/19
28422757,2379-3708,Journal Article,2017/04/20
28423096,0036-4665,Letter,2017/04/13
28423097,0036-4665,Letter,2017/04/13
28423109,0036-3634,Journal Article,2017/01/01
28423140,0034-8910,Journal Article,2017/04/10
28423309,2211-1247,Journal Article,2017/04/18
28423319,2211-1247,Journal Article,2017/04/18
28423421,1536-2442,Journal Article,2017/01/01
28424031,0049-4755,Journal Article,2017/04/01
28424472,2045-2322,Journal Article,2017/04/19
28425959,1661-7827,Journal Article,2017/04/20
28426114,1195-1982,Journal Article,2017/07/01
28426311,0090-0036,Journal Article,2017/06/01
28426312,0090-0036,Historical Article,2017/06/01
28426680,1932-6203,Journal Article,2017/04/20
28427352,1471-2334,Journal Article,2017/04/20
28428164,2369-2960,Journal Article,2017/04/20
28428682,0386-6092,Journal Article,2016/01/01
28429036,0037-5675,Journal Article,2017/04/01
28429099,1434-1816,Letter,2017/06/01
28429288,1355-0284,Editorial,2017/06/01
28430097,1935-7893,Journal Article,2017/04/01
28430098,1935-7893,Journal Article,2017/04/01
28430562,1080-6040,Journal Article,2017/07/01
28430564,1080-6040,Journal Article,2017/07/01
28431283,0042-6822,Journal Article,2017/07/01
28432975,1879-6257,Journal Article,2017/04/01
28433358,0022-5223,Editorial,2017/07/01
28434408,0266-4623,Journal Article,2017/01/01
28434775,1876-0341,Letter,2017/04/20
28435330,1179-142X,Journal Article,2017/04/03
28435428,1611-2156,Journal Article,2017/01/13
28436989,2045-2322,Journal Article,2017/04/24
28437183,1530-3667,Journal Article,2017/05/01
28437184,1530-3667,Journal Article,2017/05/01
28441244,0749-5161,Journal Article,2017/06/01
28441781,1999-4915,Journal Article,2017/04/24
28442104,1995-7645,Journal Article,2017/03/01
28442118,1995-7645,Letter,2017/03/01
28442561,0027-8424,Journal Article,2017/05/30
28442607,2150-7511,Journal Article,2017/04/25
28442752,2222-1751,Journal Article,2017/04/26
28442754,2222-1751,Journal Article,2017/04/26
28443546,0140-6736,Letter,2017/04/22
28443985,0074-0276,Journal Article,2017/05/01
28444003,1020-4989,Journal Article,2017/04/20
28444144,1058-4838,Journal Article,2017/08/15
28444557,1557-1890,Journal Article,2017/09/01
28445122,1080-6040,Journal Article,2017/07/01
28445704,0166-0934,Journal Article,2017/08/01
28445723,2211-1247,Journal Article,2017/04/25
28445832,1093-3263,Journal Article,2017/06/01
28446573,0095-1137,Journal Article,2017/07/01
28446607,0021-9258,Journal Article,2017/06/16
28446677,0022-538X,Journal Article,2017/06/26
28446685,1946-6234,Journal Article,2017/04/26
28447317,1867-1071,Journal Article,2017/07/01
28447498,1476-0584,Journal Article,2017/06/01
28448488,1935-2727,Journal Article,2017/04/27
28448507,1935-2727,Journal Article,2017/04/27
28448519,1932-6203,Journal Article,2017/04/27
28448611,1932-6203,Journal Article,2017/04/27
28448734,0927-3948,Journal Article,2017/04/27
28449047,1067-5027,Journal Article,2017/11/01
28450178,1091-8531,Journal Article,2017/08/01
28450510,2169-8287,Journal Article,2017/04/27
28450714,2045-2322,Journal Article,2017/04/27
28452113,1600-6135,Letter,2017/08/01
28453839,0022-1899,Journal Article,2017/03/15
28456431,0143-4004,Journal Article,2017/04/25
28457349,0272-2712,Journal Article,2017/06/01
28457610,0092-8674,Journal Article,2017/05/04
28457855,0166-3542,Journal Article,2017/07/01
28458498,1029-1857,Journal Article,2017/01/01
28459414,1080-6040,Journal Article,2017/07/01
28461069,0166-3542,Journal Article,2017/07/01
28461070,0166-3542,Journal Article,2017/07/01
28461071,0166-3542,Journal Article,2017/07/01
28462011,2150-8925,Journal Article,2016/10/01
28463081,0191-3123,Journal Article,2017/05/01
28465426,2150-7511,Journal Article,2017/05/02
28466030,2347-3584,Journal Article,2016/09/01
28466043,2347-3584,Journal Article,2016/09/01
28468299,1999-4915,Journal Article,2017/04/30
28468671,1471-2334,Journal Article,2017/05/04
28468854,0095-1137,Journal Article,2017/07/01
28468880,0022-538X,Journal Article,2017/06/26
28469032,1946-6234,Journal Article,2017/05/03
28469351,0971-5851,Journal Article,2017/01/01
28471403,1424-8247,Journal Article,2017/05/04
28472297,0022-1899,Journal Article,2017/06/01
28472623,0166-0934,Journal Article,2017/10/01
28473450,0261-4189,Journal Article,2017/06/14
28473565,0036-8075,Editorial,2017/05/05
28473729,1474-1776,Journal Article,2017/08/01
28474860,1398-2273,Comment,2017/08/01
28475892,0092-8674,Journal Article,2017/05/04
28475924,0042-6822,Journal Article,2017/08/01
28476603,0001-706X,Letter,2017/09/01
28477675,0022-510X,Journal Article,2017/06/15
28478111,0732-8893,Journal Article,2017/07/01
28478426,0043-5147,Journal Article,2016/01/01
28479213,0896-8411,Journal Article,2017/09/01
28479349,0166-0934,Journal Article,2017/08/01
28480282,2328-8957,Journal Article,2017/02/03
28480779,1478-7210,Journal Article,2017/06/01
28481898,1935-2727,Journal Article,2017/05/08
28483386,0035-3787,Editorial,2017/06/01
28483991,0028-3878,Journal Article,2017/05/09
28483992,0028-3878,Journal Article,2017/05/09
28484181,0042-6857,Journal Article,2016/01/01
28484182,0042-6857,Journal Article,2016/01/01
28484183,0042-6857,Journal Article,2016/01/01
28486135,1879-6257,Journal Article,2017/04/01
28486369,0029-7844,Journal Article,2017/06/01
28487032,0015-0282,Editorial,2017/06/01
28487052,2352-3964,Journal Article,2017/06/01
28487212,1477-8939,Journal Article,2017/01/01
28487506,2045-2322,Journal Article,2017/05/09
28487557,2222-1751,Journal Article,2017/05/10
28488751,1091-3734,Journal Article,2017/01/31
28488820,1091-3734,Journal Article,2017/01/31
28488821,1091-3734,Journal Article,2017/01/31
28488960,1723-2007,Journal Article,2017/10/01
28490001,0028-4793,Comment,2017/05/11
28492766,1679-4974,Journal Article,2017/04/01
28493351,0919-6544,Journal Article,2017/10/01
28494235,1931-3128,Journal Article,2017/05/10
28494237,1931-3128,Journal Article,2017/05/10
28495485,1471-4922,Journal Article,2017/08/01
28495527,1049-3867,Journal Article,2017/01/01
28497119,2379-5042,Journal Article,2017/05/03
28497331,0944-1344,Journal Article,2017/05/11
28497875,1059-910X,Journal Article,2017/09/01
28498743,0090-0036,Journal Article,2017/06/01
28498965,1195-1982,Journal Article,2017/09/01
28499036,0022-2585,Journal Article,2017/09/01
28499872,0006-291X,Journal Article,2017/10/28
28500225,0028-3878,Journal Article,2017/06/13
28500814,0002-9637,Journal Article,2017/05/01
28500817,0002-9637,Journal Article,2017/05/01
28501626,0168-1702,Journal Article,2017/06/02
28501667,1198-743X,Journal Article,2017/09/01
28502333,0002-9629,Journal Article,2017/05/01
28505571,1386-6532,Journal Article,2017/07/01
28506240,1743-422X,Journal Article,2017/05/15
28506794,0001-706X,Journal Article,2017/08/01
28507114,0066-4804,Journal Article,2017/07/25
28508009,2332-7812,Journal Article,2017/05/02
28508213,1064-3745,Journal Article,2017/01/01
28509947,0037-9085,Journal Article,2017/08/01
28510593,1932-6203,Journal Article,2017/05/16
28511271,1524-0436,Journal Article,2017/01/01
28511272,1524-0436,Journal Article,2017/01/01
28513814,1121-7138,Journal Article,2017/07/01
28514227,1080-6040,Journal Article,2017/08/01
28514228,1080-6040,Journal Article,2017/08/01
28514450,0028-0836,Journal Article,2017/05/25
28514683,1074-7613,Journal Article,2017/05/16
28515302,0022-538X,Journal Article,2017/07/12
28515869,2045-7758,Journal Article,2017/04/01
28515967,2157-3999,Journal Article,2016/03/16
28516037,2214-2509,Journal Article,2017/05/04
28517033,0962-1083,Journal Article,2017/08/01
28518023,1080-6040,Journal Article,2017/06/01
28518162,1529-2908,Journal Article,2017/05/18
28520489,0090-0036,Journal Article,2017/07/01
28522665,0195-6108,Journal Article,2017/07/01
28523613,0944-1344,Journal Article,2017/05/18
28524874,2041-1723,Journal Article,2017/05/19
28525498,0003-2999,Journal Article,2017/06/01
28525510,0003-2999,Journal Article,2017/06/01
28527274,0120-4157,Journal Article,2017/04/01
28527891,1473-3099,Journal Article,2017/08/01
28527892,1473-3099,Journal Article,2017/08/01
28529970,2377-4304,Journal Article,2016/01/01
28529976,2379-5042,Journal Article,2017/05/17
28530022,1674-0769,Journal Article,2017/06/01
28531943,0753-3322,Journal Article,2017/07/01
28532852,0002-9343,Letter,2017/06/01
28534760,2154-2287,Journal Article,2017/05/01
28534929,1415-4757,Journal Article,2017/04/01
28534930,1415-4757,Journal Article,2017/07/01
28535184,1058-4838,Journal Article,2017/09/15
28536443,2045-2322,Journal Article,2017/05/23
28536757,1612-9202,Letter,2017/06/01
28537028,0944-1344,Journal Article,2017/05/23
28538722,0028-0836,Comment,2017/06/15
28538723,0028-0836,Journal Article,2017/06/15
28538727,0028-0836,Journal Article,2017/06/15
28538734,0028-0836,Journal Article,2017/06/15
28538739,1754-2189,Journal Article,2017/06/01
28539440,0022-538X,Journal Article,2017/07/12
28539446,0022-538X,Journal Article,2017/07/12
28539654,2045-2322,Journal Article,2017/05/24
28540930,2058-5276,Journal Article,2017/05/25
28541340,0028-0836,News,2017/05/24
28541711,1040-8347,Journal Article,2017/05/25
28541997,0002-936X,Journal Article,2017/06/01
28542240,1935-2727,Journal Article,2017/05/19
28542540,1932-6203,Journal Article,2017/05/24
28542585,1553-7366,Journal Article,2017/05/25
28542603,1553-7366,Evaluation Studies,2017/05/25
28542609,1553-7366,Journal Article,2017/05/18
28542611,1932-6203,Journal Article,2017/05/24
28544280,1600-6135,Editorial,2017/06/01
28545882,0887-7963,Journal Article,2017/07/01
28548637,1080-6040,Journal Article,2017/08/01
28549857,1413-8670,Journal Article,2017/01/01
28552102,1995-7645,Journal Article,2017/04/01
28553020,0970-0218,Journal Article,2017/04/01
28555074,1740-1526,Journal Article,2017/07/01
28556287,0364-5134,Journal Article,2017/07/01
28558804,1756-3305,Journal Article,2017/05/30
28560654,0019-5456,Journal Article,2017/05/31
28562249,0031-4005,Journal Article,2017/04/01
28562637,1932-6203,Journal Article,2017/05/31
28566073,0025-729X,Journal Article,2017/06/05
28566102,0950-2688,Journal Article,2017/08/01
28566316,0095-1137,Journal Article,2017/08/01
28566359,0959-8138,Journal Article,2017/05/31
28566536,0890-9369,Journal Article,2017/05/01
28570608,1544-9173,Journal Article,2017/06/01
28570693,1935-2727,Journal Article,2017/06/01
28571894,0953-6205,Letter,2017/10/01
28572149,0195-6108,Letter,2017/10/01
28572454,0036-8075,Journal Article,2017/07/07
28573466,0303-6812,Journal Article,2017/06/01
28573776,0960-7692,Letter,2017/06/01
28574621,0954-6820,Journal Article,2017/09/01
28574728,2326-5094,Journal Article,2017/05/01
28575689,1934-5909,Journal Article,2017/06/01
28575919,0100-7203,Journal Article,2017/05/01
28577343,2045-2322,Journal Article,2017/06/02
28577363,1756-3305,Journal Article,2017/06/02
28577370,1413-8670,Journal Article,2017/01/01
28578821,0966-842X,Journal Article,2017/09/01
28579320,1471-4906,Journal Article,2017/08/01
28579763,1178-122X,Journal Article,2017/03/15
28579764,1178-122X,Journal Article,2017/05/18
28579869,1179-5735,Journal Article,2017/05/01
28580548,0944-1344,Journal Article,2017/06/04
28582558,1876-3413,Journal Article,2017/05/01
28583207,1756-3305,Journal Article,2017/06/05
28583742,2352-3964,Journal Article,2017/06/01
28586426,0022-1899,Journal Article,2017/07/15
28586630,0033-3549,Journal Article,2017/07/01
28588942,2059-7908,Journal Article,2016/08/01
28589934,2041-1723,Journal Article,2017/06/07
28590221,8756-971X,Journal Article,2017/06/01
28590945,0893-2190,Journal Article,2017/07/01
28591218,1932-6203,Journal Article,2017/06/07
28591291,0004-2749,Letter,2017/03/01
28591292,0004-2749,Letter,2017/03/01
28591313,0074-0276,Journal Article,2017/07/01
28591470,0041-1132,Journal Article,2017/06/01
28592527,0022-538X,Journal Article,2017/06/07
28592568,1946-6234,Journal Article,2017/06/07
28592864,2045-2322,Journal Article,2017/06/07
28593119,2211-3355,Journal Article,2017/05/18
28593839,0140-6736,Journal Article,2017/04/22
28594571,1044-5498,Journal Article,2017/07/01
28594771,0029-7844,Journal Article,2017/07/01
28594778,0029-7844,Journal Article,2017/07/01
28594787,0149-2195,Journal Article,2017/06/09
28595824,0166-3542,Journal Article,2017/08/01
28596952,2296-2360,Journal Article,2017/05/24
28597088,0304-8608,Journal Article,2017/06/08
28598357,2227-9067,Journal Article,2017/06/09
28598790,2161-5861,Journal Article,2017/05/01
28598943,1076-2752,Journal Article,2017/06/01
28598944,1076-2752,Journal Article,2017/06/01
28599659,1743-422X,Journal Article,2017/06/09
28600536,2045-2322,Journal Article,2017/06/09
28601976,0893-7648,Journal Article,2017/06/11
28602240,2214-5745,Journal Article,2017/04/01
28602489,0160-4120,Journal Article,2017/09/01
28604336,1080-6040,Journal Article,2017/08/01
28604348,0315-162X,Letter,2017/04/01
28604797,1935-2727,Journal Article,2017/06/12
28606821,0001-706X,Journal Article,2017/09/01
28608813,1999-4915,Journal Article,2017/06/13
28610628,1471-2334,Journal Article,2017/06/13
28610843,0953-6205,Letter,2017/06/10
28610876,0966-842X,Journal Article,2017/08/01
28613699,,Review,2017/06/09
28614387,1553-7366,Journal Article,2017/06/14
28614394,1935-2727,Journal Article,2017/06/14
28614803,2379-3708,Journal Article,2017/06/15
28615701,0197-5897,Journal Article,2016/08/01
28617719,1350-7540,Journal Article,2017/10/01
28617773,0149-2195,Journal Article,2017/06/16
28617808,1935-2727,Journal Article,2017/06/15
28618230,1944-8244,Journal Article,2017/07/12
28620040,0300-5127,Journal Article,2017/06/15
28622038,1041-0236,Journal Article,2017/06/16
28622059,0927-3948,Journal Article,2017/06/16
28622346,1935-2727,Journal Article,2017/06/16
28623165,0039-6257,Journal Article,2017/06/13
28625886,1471-4922,Journal Article,2017/09/01
28626536,2036-7430,Journal Article,2017/05/31
28627851,1660-9379,Journal Article,2017/05/03
28628450,1080-6040,Journal Article,2017/08/01
28628464,1080-6040,Journal Article,2017/08/01
28630032,2369-2960,Journal Article,2017/06/19
28630444,2045-2322,Journal Article,2017/06/19
28630988,0003-4819,Journal Article,2017/06/20
28630989,0003-4819,Journal Article,2017/06/20
28631169,0934-9723,Journal Article,2017/11/01
28632511,0951-7375,Journal Article,2017/08/01
28632838,0716-1018,Comment,2017/04/01
28633549,1476-0584,Journal Article,2017/08/01
28633891,0264-410X,Journal Article,2017/08/16
28633961,0166-0934,Journal Article,2017/10/01
28634982,1020-3397,Journal Article,2017/06/14
28636449,2326-5094,Journal Article,2017/05/01
28636772,1747-0277,Letter,2017/06/21
28637753,0022-538X,Journal Article,2017/06/21
28638259,1308-8734,Journal Article,2017/06/01
28638845,2328-8957,Journal Article,2017/06/16
28639081,1523-3847,Journal Article,2017/08/01
28640798,0149-2195,Journal Article,2017/06/23
28641808,0953-6205,Letter,2017/06/19
28643775,2041-1723,Journal Article,2017/06/23
28643807,1759-4758,Journal Article,2017/08/01
28644745,1471-2598,Journal Article,2017/10/01
28645311,2051-5960,Journal Article,2017/06/23
28645459,0213-9111,Journal Article,2017/06/20
28646619,0001-6349,Journal Article,2017/09/01
28646879,1756-3305,Journal Article,2017/06/24
28647168,0264-410X,Journal Article,2017/07/13
28647172,0140-6736,Journal Article,2017/08/26
28647173,0140-6736,Journal Article,2017/06/21
28647174,0140-6736,Journal Article,2017/08/26
28648495,0163-4453,Journal Article,2017/09/01
28648813,1413-8670,Journal Article,2017/01/01
28648861,1198-743X,Journal Article,2017/06/23
28649242,1664-3224,Journal Article,2017/06/09
28649357,2045-7758,Journal Article,2017/05/15
28650987,1932-6203,Journal Article,2017/06/26
28651016,1932-6203,Evaluation Studies,2017/06/26
28651111,0033-3506,Journal Article,2017/09/01
28652051,1091-8531,Journal Article,2017/08/01
28653620,2050-084X,Journal Article,2017/06/27
28653626,1473-3099,Journal Article,2017/07/01
28654045,1940-087X,Journal Article,2017/06/07
28654231,1944-8244,Journal Article,2017/07/19
28654862,1011-1344,Journal Article,2017/08/01
28654956,2168-6203,Journal Article,2017/08/01
28655548,0168-1702,Journal Article,2017/06/26
28655666,0965-1748,Journal Article,2017/08/01
28655823,2150-7511,Journal Article,2017/06/27
28656018,0044-0086,Journal Article,2017/06/23
28656176,2379-5042,Journal Article,2017/06/21
28657281,0332-3102,Journal Article,2017/01/11
28658408,0004-282X,Journal Article,2017/06/01
28658947,1022-386X,Journal Article,2017/05/01
28661244,1073-1105,Journal Article,2016/12/01
28661429,1999-4915,Journal Article,2017/06/29
28662753,1532-0820,Journal Article,2017/06/01
28665268,1080-6040,Journal Article,2017/09/01
28665546,1748-1708,Journal Article,2017/06/30
28666583,1246-7820,Journal Article,2017/09/01
28666829,0141-8130,Journal Article,2017/11/01
28666890,0001-706X,Journal Article,2017/10/01
28667164,0022-1767,Journal Article,2017/08/01
28667332,2045-2322,Journal Article,2017/06/30
28668266,1053-0770,Letter,2017/03/18
28669037,0304-8608,Journal Article,2017/07/01
28669618,0264-410X,Journal Article,2017/07/24
28670016,0042-9686,Journal Article,2017/07/01
28671343,0041-1132,Journal Article,2017/08/01
28671429,0002-838X,Letter,2017/06/15
28672028,1935-2727,Journal Article,2017/07/03
28673675,0151-9638,Journal Article,2017/01/01
28674411,2045-2322,Journal Article,2017/07/03
28675351,0950-2688,Journal Article,2017/08/01
28675775,0014-5793,Journal Article,2017/08/01
28676109,1471-2164,Journal Article,2017/07/05
28676282,0161-6420,Journal Article,2017/07/01
28676560,1359-2998,Journal Article,2017/07/04
28678053,0891-3668,Journal Article,2017/07/01
28679155,1195-1982,Journal Article,2016/07/01
28680473,1753-495X,Journal Article,2017/06/01
28680856,2235-2988,Journal Article,2017/06/21
28681575,2093-2340,Journal Article,2017/06/01
28683141,1932-6203,Journal Article,2017/07/06
28683393,1879-6257,Journal Article,2017/06/01
28683899,0001-7310,Journal Article,2017/07/03
28684491,0036-8075,Comment,2017/07/07
28684499,0036-8075,Editorial,2017/07/07
28685770,1001-0602,Journal Article,2017/08/01
28685814,0007-1188,Journal Article,2017/07/07
28685984,1155-5645,Letter,2017/08/01
28686321,1360-2276,Journal Article,2017/10/01
28686621,1932-6203,Journal Article,2017/07/07
28687969,1058-0468,Journal Article,2017/10/01
28688593,0065-3101,Journal Article,2017/08/01
28688996,1755-4365,Journal Article,2017/06/29
28689970,0969-2126,Journal Article,2017/08/01
28691657,0022-1317,Journal Article,2017/07/01
28692024,0268-3369,Journal Article,2017/09/01
28692228,1660-9379,Journal Article,2016/10/26
28692229,1660-9379,Journal Article,2016/10/26
28694387,0022-1007,Journal Article,2017/08/07
28694390,1359-6535,Journal Article,2017/07/11
28695835,1300-6320,Journal Article,2017/06/01
28696532,0020-7292,Journal Article,2017/07/11
28696994,1537-890X,Journal Article,2017/07/01
28697811,1756-3305,Journal Article,2017/07/11
28697901,1876-0341,Journal Article,2017/07/08
28698028,1477-8939,Letter,2017/07/08
28698215,1945-0877,Journal Article,2017/07/11
28698279,2150-7511,Journal Article,2017/07/11
28699552,1471-2458,Journal Article,2017/05/30
28699857,0022-1317,Journal Article,2017/07/01
28699858,0022-1317,Journal Article,2017/07/01
28699859,0022-1317,Journal Article,2017/07/01
28700665,1932-6203,Journal Article,2017/07/10
28702470,2328-8957,Journal Article,2017/05/18
28703540,1660-9379,Journal Article,2017/01/11
28703543,1660-9379,Journal Article,2017/01/11
28703698,0022-1317,Journal Article,2017/07/01
28703771,1999-4915,Journal Article,2017/07/13
28703853,0002-8614,Letter,2017/09/01
28703862,0041-1132,Journal Article,2017/10/01
28704365,1935-2727,Journal Article,2017/07/13
28704657,1931-3128,Journal Article,2017/07/12
28705681,0168-1702,Journal Article,2017/07/11
28707334,0919-6544,Letter,2017/10/01
28708418,0823-2105,Journal Article,2017/10/01
28708997,0092-8674,Journal Article,2017/07/13
28709958,1477-8939,Letter,2017/01/01
28709964,1091-8531,Editorial,2017/08/01
28710796,1467-7644,Journal Article,2017/07/15
28711586,1473-3099,Journal Article,2017/07/12
28711704,1198-743X,Journal Article,2017/07/13
28712256,1025-9589,Journal Article,2016/07/01
28712937,0163-4453,Journal Article,2017/10/01
28712942,0166-3542,Journal Article,2017/09/01
28713202,0921-8971,Journal Article,2017/06/01
28713857,2379-5042,Journal Article,2017/07/12
28715409,1935-2727,Journal Article,2017/07/17
28715413,1935-2727,Journal Article,2017/07/17
28715527,2168-6203,Journal Article,2017/09/01
28716770,1929-0748,Journal Article,2017/07/17
28716884,1943-0264,Journal Article,2017/07/17
28716913,0027-8424,Journal Article,2017/08/01
28717366,1687-9686,Journal Article,2017/01/01
28717710,2378-9506,Journal Article,2016/04/27
28718518,0041-1132,Journal Article,2017/07/17
28718976,0962-1075,Journal Article,2017/07/18
28719283,0002-9637,Journal Article,2017/06/01
28719291,0002-9637,Journal Article,2017/07/01
28719300,0002-9637,Journal Article,2017/07/01
28719313,0002-9637,Journal Article,2017/07/01
28719330,0002-9637,Journal Article,2017/07/01
28719335,0002-9637,Journal Article,2017/07/01
28719506,0891-3668,Journal Article,2017/07/13
28720531,0378-1119,Journal Article,2017/09/10
28721965,0019-557X,Journal Article,2017/04/01
28722594,0002-9637,Journal Article,2017/10/01
28722613,0002-9637,Journal Article,2017/08/01
28722623,0002-9637,Journal Article,2017/08/01
28722641,0002-9637,Journal Article,2017/10/01
28722808,0730-7268,Journal Article,2017/07/19
28724012,1413-8123,Journal Article,2017/07/01
28724343,1476-0584,Journal Article,2017/09/01
28724472,1935-7893,Journal Article,2017/07/20
28724972,2045-2322,Journal Article,2017/07/19
28726601,1080-6040,Journal Article,2017/08/01
28727526,0090-0036,Journal Article,2017/09/01
28727779,1935-2727,Journal Article,2017/07/20
28728607,1756-3305,Journal Article,2017/07/20
28728996,0022-5193,Journal Article,2017/10/07
28729493,0036-8075,Journal Article,2017/07/21
28734023,0041-1132,Journal Article,2017/09/01
28734519,0031-3955,Journal Article,2017/08/01
28736077,0166-3542,Journal Article,2017/09/01
28736184,1876-0341,Journal Article,2017/07/20
28736217,1934-5909,Journal Article,2017/08/03
28736265,0884-2175,Journal Article,2017/07/19
28736548,1664-302X,Journal Article,2017/07/07
28736678,2157-3999,Journal Article,2017/05/03
28736717,2214-2509,Journal Article,2017/07/08
28737215,0011-9059,Letter,2017/07/24
28737542,0893-2190,Journal Article,2017/07/01
28738211,0952-7915,Journal Article,2017/07/21
28739278,0166-3542,Journal Article,2017/09/01
28740150,2045-2322,Journal Article,2017/07/24
28740159,2045-2322,Journal Article,2017/07/24
28741545,1473-3099,Letter,2017/08/01
28742068,2041-1723,Journal Article,2017/07/25
28742096,1935-2727,Journal Article,2017/07/24
28742801,1935-2727,Journal Article,2017/07/25
28742857,1932-6203,Journal Article,2017/07/25
28743449,0001-706X,Journal Article,2017/12/01
28744282,1664-302X,Journal Article,2017/07/11
28745255,0028-2162,Journal Article,2017/01/01
28746373,1553-7366,Journal Article,2017/07/26
28747174,1471-2334,Journal Article,2017/07/26
28747901,1664-302X,Journal Article,2017/07/12
28748838,0972-9062,Journal Article,2017/04/01
28748906,1319-2442,Letter,2017/07/01
28749569,1326-0200,Journal Article,2017/07/27
28749921,0149-2195,Journal Article,2017/07/28
28749942,1935-2727,Journal Article,2017/07/27
28750247,1879-6257,Journal Article,2017/08/01
28750651,1756-3305,Journal Article,2017/07/27
28751385,2169-8287,Journal Article,2017/07/27
28751513,0195-6108,Letter,2017/07/27
28754167,1756-0500,Journal Article,2017/07/28
28754189,0149-2918,Journal Article,2017/08/01
28755145,0944-1344,Journal Article,2017/07/28
28755567,0163-6383,Journal Article,2017/07/26
28755588,0042-6822,Journal Article,2017/10/01
28756233,0952-7915,Journal Article,2017/08/09
28756928,1995-7645,Journal Article,2017/06/01
28758019,2055-6640,Editorial,2017/07/01
28758222,0041-1132,Journal Article,2017/10/01
28758997,1097-6256,Journal Article,2017/09/01
28759553,1078-4659,Journal Article,2017/09/01
28760831,0022-0949,Journal Article,2017/10/01
28761900,2328-8957,Journal Article,2017/06/22
28764795,1756-3305,Journal Article,2017/08/01
28764923,0198-8859,Journal Article,2017/07/29
28765371,0027-8424,Journal Article,2017/08/15
28765581,2041-1723,Journal Article,2017/08/01
28766466,1654-9716,Journal Article,2017/01/01
28767730,1932-6203,Journal Article,2017/08/02
28767975,0074-0276,Journal Article,2017/06/26
28768434,0956-3202,Journal Article,2017/08/01
28768729,0095-1137,Journal Article,2017/10/01
28768876,0022-538X,Journal Article,2017/09/27
28769893,1664-302X,Journal Article,2017/07/18
28771605,1553-7366,Journal Article,2017/08/03
28772238,1011-1344,Journal Article,2017/09/01
28772262,0300-5526,Journal Article,2017/01/01
28774800,0166-3542,Journal Article,2017/09/01
28775298,2045-2322,Journal Article,2017/08/03
28775961,2235-2988,Journal Article,2017/07/20
28776046,2469-2964,Journal Article,2017/01/01
28776338,1011-8934,Journal Article,2017/09/01
28777090,2053-230X,Journal Article,2017/08/01
28777794,1078-8956,Journal Article,2017/08/04
28778266,0025-6196,Letter,2017/08/01
28778267,0025-6196,Letter,2017/08/01
28778659,1081-1206,Journal Article,2017/08/01
28780216,1701-2163,Journal Article,2017/08/02
28780227,1476-9271,Journal Article,2017/10/01
28780769,1351-8216,Letter,2017/08/06
28782432,0306-3127,Journal Article,2017/10/01
28783051,1422-0067,Journal Article,2017/08/05
28783378,1476-0584,Journal Article,2017/10/01
28783840,0040-4470,Journal Article,2017/08/01
28783843,0040-4470,Journal Article,2017/08/01
28784302,0213-9111,Letter,2017/08/04
28784739,0278-2715,Journal Article,2017/08/01
28784796,0027-8424,Journal Article,2017/08/29
28785095,2045-2322,Journal Article,2017/08/07
28785601,2352-7714,Journal Article,2017/07/01
28786784,0022-1317,Journal Article,2017/08/01
28787446,1553-7390,Journal Article,2017/08/07
28789826,0966-842X,Journal Article,2017/10/01
28790185,0027-8424,Journal Article,2017/08/22
28790458,2222-1751,Journal Article,2017/08/09
28792064,0146-6615,Journal Article,2017/12/01
28792206,2379-3694,Journal Article,2017/09/22
28794019,0022-538X,Journal Article,2017/09/27
28794181,0095-1137,Journal Article,2017/10/01
28794424,2045-2322,Journal Article,2017/08/09
28795266,0920-8569,Journal Article,2017/08/09
28795959,1040-8738,Journal Article,2017/11/01
28796762,0149-2195,Journal Article,2017/08/11
28796789,1935-2727,Journal Article,2017/08/10
28796799,1932-6203,Journal Article,2017/08/10
28797534,0953-6205,Journal Article,2017/10/01
28798323,2045-2322,Journal Article,2017/08/10
28798738,1664-302X,Journal Article,2017/07/26
28803069,1755-4365,Journal Article,2017/07/13
28803579,1935-7893,Journal Article,2017/08/14
28803703,1471-4914,Journal Article,2017/09/01
28803932,0924-8579,Journal Article,2017/08/10
28804687,2160-4150,Journal Article,2017/07/25
28805465,2326-5094,Journal Article,2017/09/01
28805637,2214-5745,Journal Article,2017/08/01
28806098,2326-5094,Journal Article,2017/07/01
28806105,2326-5094,Journal Article,2017/07/01
28806453,2168-6149,Journal Article,2017/10/01
28806454,2168-6149,Journal Article,2017/10/01
28806479,0269-5022,Journal Article,2017/08/14
28806481,0269-5022,Journal Article,2017/08/14
28806562,0883-9441,Journal Article,2017/08/09
28806618,0033-3506,Journal Article,2017/09/01
28806786,1935-2727,Journal Article,2017/08/14
