pmcid,issn,pubtype,pubdate,summary
4946541,0370-8179,Biography,1971-03-01,"Vraćević M.[Zika b. Marković, M.D. (19 September 1889--3 September 1970)]. Srp Arh Celok Lek. 1971 Mar; 99(3):209-11. "
28423097,0036-4665,Letter,2017-04-13,"Vieira MADCES, Cruz ACR, Barros ANM, Costa DL, Silva EVPD, Batista FMA, Azevedo RDSDS, Rodrigues SG, Araújo-Júnior RC, Vasconcelos PFDC.Guillain-Barré syndrome and dengue-like disease in 2015: temporal relationship in Piauí state and implications on Zika virus surveillance. Rev Inst Med Trop Sao Paulo. 2017 Apr 13; 59:e22. "
28429099,1434-1816,Letter,2017-06-01,"Dos Santos Oliveira SJG, Dos Reis CL, Cipolotti R, Gurgel RQ, Santos VS, Martins-Filho PRS.Anxiety, depression, and quality of life in mothers of newborns with microcephaly and presumed congenital Zika virus infection: a follow-up study during the first year after birth. Arch Womens Ment Health. 2017 Jun; 20(3):473-475. "
28429288,1355-0284,Editorial,2017-06-01,"Beckham JD.Zika virus, a novel mosquito-borne congenital virus infection. J Neurovirol. 2017 Jun; 23(3):339-340. "
28433358,0022-5223,Editorial,2017-07-01,Backer CL.Blood and the Zika virus. J Thorac Cardiovasc Surg. 2017 Jul; 154(1):305. 
28434775,1876-0341,Letter,2017-04-20,"Jaramillo-Martinez GA, Vasquez-Serna H, Chavarro-Ordoñez R, Rojas-Gomez OF, Jimenez-Canizales CE, Rodriguez-Morales AJ.Ibagué Saludable: A novel tool of Information and Communication Technologies for surveillance, prevention and control of dengue, chikungunya, Zika and other vector-borne diseases in Colombia. J Infect Public Health. 2017 Apr 20;  "
28442118,1995-7645,Letter,2017-03-01,Tosepu R.Temperature and development of Zika virus infection: An Indonesian case. Asian Pac J Trop Med. 2017 Mar; 10(3):320. 
28443546,0140-6736,Letter,2017-04-22,"Blanchard K, Starrs AM.Contraception, safe abortion, and the Zika response. Lancet. 2017 Apr 22; 389(10079):1603. "
28452113,1600-6135,Letter,2017-08-01,"Heck E, Cavanagh HD, Robertson DM.Zika Virus RNA in an Asymptomatic Donor's Vitreous: Risk of Transmission? Am J Transplant. 2017 Aug; 17(8):2227-2228. "
28473565,0036-8075,Editorial,2017-05-05,Smith OM.LAMP shines a light on Zika virus. Science. 2017 May 5; 356(6337):497-498. 
28474860,1398-2273,Comment,2017-08-01,"Raboni SM, Duarte Dos Santos CN.Flavivirus cross-reactivity, Guillain-Barré syndrome, and hematopoietic stem cell transplant patient: Comment response. Transpl Infect Dis. 2017 Aug; 19(4) "
28476603,0001-706X,Letter,2017-09-01,"Richard V, Paoaafaite T, Cao-Lormeau VM.Acquittal of Culex quinquefasciatus in transmitting Zika virus during the French Polynesian outbreak. Acta Trop. 2017 Sep; 173:200-201. "
28483386,0035-3787,Editorial,2017-06-01,"Dub T, Fontanet A.Zika virus and Guillain-Barré syndrome. Rev Neurol (Paris). 2017 Jun; 173(6):361-363. "
28487032,0015-0282,Editorial,2017-06-01,"Washington Cross CI, Segars JH.Preconception assisted reproductive technology counseling in the age of Zika. Fertil Steril. 2017 Jun; 107(6):1296-1297. "
28490001,0028-4793,Comment,2017-05-11,Thomas SJ.Zika Virus Vaccines - A Full Field and Looking for the Closers. N Engl J Med. 2017 May 11; 376(19):1883-1886. 
28532852,0002-9343,Letter,2017-06-01,"Wiwanikit V.Capillary Fragility, Zika Virus Infection, and Basic Screening Test. Am J Med. 2017 Jun; 130(6):e277. "
28536757,1612-9202,Letter,2017-06-01,"Yasri S, Wiwanitkit V.Non-human Hosts and Zika Virus Maintenance. Ecohealth. 2017 Jun; 14(2):200-202. "
28538722,0028-0836,Comment,2017-06-15,Worobey M.Epidemiology: Molecular mapping of Zika spread. Nature. 2017 Jun 15; 546(7658):355-357. 
28541340,0028-0836,News,2017-05-24,Butler D.Drop in cases of Zika threatens large-scale trials. Nature. 2017 May 24; 545(7655):396-397. 
28544280,1600-6135,Editorial,2017-06-01,"Ikejezie J, Shapiro CN, Kim J, Chiu M, Almiron M, Ugarte C, Espinal MA, Aldighieri S.Zika Virus Transmission-Region of the Americas, May 15, 2015-December 15, 2016. Am J Transplant. 2017 Jun; 17(6):1681-1686. "
28571894,0953-6205,Letter,2017-10-01,"Bandyopadhyay D, Hajra A.ZIKA virus: A new threat to the eyes. Eur J Intern Med. 2017 Oct; 44:e9-e10. "
28572149,0195-6108,Letter,2017-10-01,"Joob B, Wiwanitkit V.Spinal Cord, Spinal Root, and Brain MRI Abnormalities in Congenital Zika Syndrome. AJNR Am J Neuroradiol. 2017 Oct; 38(10):E77. "
28573776,0960-7692,Letter,2017-06-01,"Herrera TT, Goodridge A, Britton GB.Ascertaining fetal Zika virus infection based on IgM antibody test in endemic settings. Ultrasound Obstet Gynecol. 2017 Jun; 49(6):809. "
28591291,0004-2749,Letter,2017-03-01,"Joob B, Wiwanitkit V.Macular atrophy and Zika virus infectionResponse: macular atrophy and Zika virus infection. Arq Bras Oftalmol. 2017 Mar-Apr; 80(2):137. "
28591292,0004-2749,Letter,2017-03-01,Tripathy K.Optical coherence tomography in congenital Zika syndrome. Arq Bras Oftalmol. 2017 Mar-Apr; 80(2):138. 
28604348,0315-162X,Letter,2017-04-01,"Roimicher L, Ferreira OC Jr, Arruda MB, Tanuri A.Zika Virus in the Joint of a Patient with Rheumatoid Arthritis. J Rheumatol. 2017 Apr; 44(4):535. "
28610843,0953-6205,Letter,2017-06-10,Wiwanitkit V.Eye problem in Zika virus infection. Eur J Intern Med. 2017 Jun 10;  
28632838,0716-1018,Comment,2017-04-01,"Joob B, Wiwanitkit V.[Infección por el virus Zika en el embarazo y su impacto]. Rev Chilena Infectol. 2017 Apr; 34(2):194. "
28636772,1747-0277,Letter,2017-06-21,"Stephen P, Lin SX.RNA-dependent RNA polymerase: Addressing Zika outbreak by a phylogeny-based drug target study. Chem Biol Drug Des. 2017 Jun 21;  "
28641808,0953-6205,Letter,2017-06-19,"Bandyopadhyay D, Qureshi A, Ashish K, Hajra A, Chakraborty S.Effect of ZIKA virus on adult eyes. Eur J Intern Med. 2017 Jun 19;  "
28668266,1053-0770,Letter,2017-03-18,Wiwanitkit V.Zika Virus and Anesthesiologists. J Cardiothorac Vasc Anesth. 2017 Mar 18;  
28671429,0002-838X,Letter,2017-06-15,"Huntington MK, Allison J, Nair D.Clarification on Zika Vectors in the United States. Am Fam Physician. 2017 Jun 15; 95(12):758. "
28684491,0036-8075,Comment,2017-07-07,Griffin DE.Why are neurons susceptible to Zika virus? Science. 2017 Jul 7; 357(6346):33-34. 
28684499,0036-8075,Editorial,2017-07-07,Ash C.Inherited microcephaly exposes Zika culprit. Science. 2017 Jul 7; 357(6346):43. 
28685984,1155-5645,Letter,2017-08-01,"Kuntz MT, Tutiven JL, Read SP, Ventura CV, Berrocal AM.Two infants with presumed Zika congenital syndrome presenting for exam under general anesthesia. Paediatr Anaesth. 2017 Aug; 27(8):868-869. "
28698028,1477-8939,Letter,2017-07-08,"Joob B, Wiwanitkit V.Animal bite and non-vector-borne transmission of Zika virus. Travel Med Infect Dis. 2017 Jul 8;  "
28703853,0002-8614,Letter,2017-09-01,"Libow LS.Zika, Ebola, and Age: Global and Cellular Aging and Their Catalytic Effect on These Infections. J Am Geriatr Soc. 2017 Sep; 65(9):2114-2115. "
28707334,0919-6544,Letter,2017-10-01,"Joob B, Wiwanitkit V.Human Zika and West Nile virus neurological infections. Neuropathology. 2017 Oct; 37(5):482. "
28709958,1477-8939,Letter,2017-01-01,"Mallhi TH, Khan YH, Tanveer N, Khan AH, Bukhsh A.Zika in India and the need for transparent reporting. Travel Med Infect Dis. 2017 Jul - Aug; 18:75-76. "
28709964,1091-8531,Editorial,2017-08-01,"Prakalapakorn SG, Meaney-Delman D, Honein MA, Rasmussen SA.The eyes as a window to improved understanding of the prenatal effects of Zika virus infection. J AAPOS. 2017 Aug; 21(4):259-261. "
28737215,0011-9059,Letter,2017-07-24,"van den Worm L, Khumalo NP.Skin manifestations are common and associated with a higher prevalence of congenital abnormalities in Zika virus infection. Int J Dermatol. 2017 Jul 24;  "
28741545,1473-3099,Letter,2017-08-01,"Moi ML, Nguyen TTT, Nguyen CT, Vu TBH, Tun MMN, Pham TD, Pham NT, Tran T, Morita K, Le TQM, Dang DA, Hasebe F.Zika virus infection and microcephaly in Vietnam. Lancet Infect Dis. 2017 Aug; 17(8):805-806. "
28748906,1319-2442,Letter,2017-07-01,"Yasri S, Wiwanitkit V.Solid organ transplantation and zika virus infection. Saudi J Kidney Dis Transpl. 2017 Jul-Aug; 28(4):947. "
28751513,0195-6108,Letter,2017-07-27,"Sriwijitalai W, Wiwanitkit V.Zika Virus Iceberg: Very Large. AJNR Am J Neuroradiol. 2017 Jul 27;  "
28758019,2055-6640,Editorial,2017-07-01,"Lagunas-Rangel FA, Viveros-Sandoval ME, Reyes-Sandoval A.Current trends in Zika vaccine development. J Virus Erad. 2017 Jul 1; 3(3):124-127. "
28859086,1935-2727,Editorial,2017-08-31,"Hotez PJ, Murray KO.Dengue, West Nile virus, chikungunya, Zika-and now Mayaro? PLoS Negl Trop Dis. 2017 Aug; 11(8):e0005462. "
28778266,0025-6196,Letter,2017-08-01,"Joob B, Wiwanitkit V.Zika Virus Meningoencephalitis. Mayo Clin Proc. 2017 Aug; 92(8):1313. "
28778267,0025-6196,Letter,2017-08-01,"Schwartzmann PV, Simões MV, Moraes Figueiredo LT.In Reply-Zika Virus Meningoencelphalitis. Mayo Clin Proc. 2017 Aug; 92(8):1313-1314. "
28780769,1351-8216,Letter,2017-08-06,"Joob B, Wiwanitkit V.Inherited bleeding disorders and Zika virus infection. Haemophilia. 2017 Aug 6;  "
28784302,0213-9111,Letter,2017-08-04,"Joob B, Wiwanitkit V.Hotline for Zika virus. Gac Sanit. 2017 Aug 4;  "
28813216,0028-4793,Letter,2017-08-17,"de Laval F, Matheus S, Labrousse T, Enfissi A, Rousset D, Briolant S.Kinetics of Zika Viral Load in Semen. N Engl J Med. 2017 Aug 17; 377(7):697-699. "
28830559,1742-4755,Published Erratum,2017-08-22,"Ali M, Folz R, Miller K, Johnson BR Jr, Kiarie J.Erratum to: A study protocol for facility assessment and follow-up evaluations of the barriers to access, availability, utilization and readiness of contraception, abortion and postabortion services in Zika affected areas. Reprod Health. 2017 Aug 22; 14(1):97. "
28839081,0066-4804,Letter,2017-08-24,"Iannetta M, Ippolito G, Nicastri E.Azithromycin Shows Anti-Zika Virus Activity in Human Glial Cells. Antimicrob Agents Chemother. 2017 Sep; 61(9) "
28841899,1747-5341,Letter,2017-08-25,"Tambo E, Madjou G, Khayeka-Wandabwa C, Olalubi OA, Chengho CF, Khater EIM.Ethical, legal and societal considerations on Zika virus epidemics complications in scaling-up prevention and control strategies. Philos Ethics Humanit Med. 2017 Aug 25; 12(1):3. "
28866135,1386-6532,Letter,2017-10-01,"Villamil-Gómez WE, Guijarro E, Castellanos J, Rodríguez-Morales AJ.Congenital Zika syndrome with prolonged detection of Zika virus RNA. J Clin Virol. 2017 Oct; 95:52-54. "
28869076,1047-2797,Letter,2017-09-01,"Diaz-Quijano FA, Chiavegatto Filho ADP.Reduction of the birth rate in São Paulo: a probable effect of the panic caused by the Zika-associated microcephaly epidemic. Ann Epidemiol. 2017 Sep; 27(9):616-617. "
28883959,2055-0936,Editorial,2016-08-29,"Chen LH, Wilson ME.Update on non-vector transmission of dengue: relevant studies with Zika and other flaviviruses. Trop Dis Travel Med Vaccines. 2016; 2:15. "
28884445,1674-0769,Letter,2017-09-05,"Wong G, He S, Siragam V, Bi Y, Mbikay M, Chretien M, Qiu X.Antiviral activity of quercetin-3-β-O-D-glucoside against Zika virus infection. Virol Sin. 2017 Sep 5;  "
28889967,0163-4453,Letter,2017-09-07,"Wang B, Liang Y, Lu Y, Zhang L, Li Y, Song Y, Qin C, Luo Z, Xia Z, Qin W, Xia X.The importation of the phylogenetic-transition state of Zika virus to China in 2014. J Infect. 2017 Sep 7;  "
28900425,1664-302X,Published Erratum,2017-09-04,"Rather IA, Lone JB, Bajpai VK, Paek WK, Lim J.Corrigendum: Zika Virus: An Emerging Worldwide Threat. Front Microbiol. 2017; 8:1740. "
28948916,1473-3099,Editorial,2017-10-01,The Lancet Infectious Diseases.Vaccine against Zika virus must remain a priority. Lancet Infect Dis. 2017 Oct; 17(10):1003. 
28954062,0037-8682,Editorial,2017-07-01,"Silva MVGD, Esposito DLA, Fonseca BALD.Digital disease data: what is the impact on the Zika virus epidemic? Rev Soc Bras Med Trop. 2017 Jul-Aug; 50(4):437-438. "
28969937,0213-005X,Letter,2017-09-29,Martinez Yoldi MJ.Reply to the letter: Long term persistence of Zika virus after the onset of symptoms. Enferm Infecc Microbiol Clin. 2017 Sep 29;  
28976853,0028-4793,Letter,2017-10-05,"Mejdoubi M, Monthieux A, Cassan T, Lombard C, Flechelles O, Adenet C.Brain MRI in Infants after Maternal Zika Virus Infection during Pregnancy. N Engl J Med. 2017 Oct 5; 377(14):1399-1400. "
28988896,0163-4453,Letter,2017-10-05,"Sapkal GN, Yadav PD, Vegad MM, Viswanathan R, Gupta N, Mourya DT.First laboratory confirmation on the existence of Zika virus disease in India. J Infect. 2017 Oct 5;  "
29037966,1701-2163,Letter,2017-10-13,"Werner H, Mehrjardi MZ, Araujo Júnior E.Congenital Toxoplasmosis, Cytomegalovirus, and Zika Virus Infections: Emphasis on the Role of Neuroimaging in Screening, Prognostication, and Follow-Up. J Obstet Gynaecol Can. 2017 Oct 13;  "
29037967,1701-2163,Letter,2017-10-13,"Joob B, Wiwanitkit V.Congenital Toxoplasmosis, Cytomegalovirus, and Zika Virus Infections. J Obstet Gynaecol Can. 2017 Oct 13;  "
29038290,0959-8138,Editorial,2017-10-16,Biassou NM.New cerebral findings in infants with congenital Zika syndrome. BMJ. 2017 Oct 16; 359:j4522. 
29042714,0976-237X,Editorial,2017-07-01,Cavalcanti AL.Challenges of Dental Care for Children with Microcephaly Carrying Zika Congenital Syndrome. Contemp Clin Dent. 2017 Jul-Sep; 8(3):345-346. 
